"Name","Position","Age","Height","Weight","Inf","Club","Division","Nationality","Home-Grown","Personality","Media Handling","Wage","Transfer Value","Asking Price","Preferred Foot","Starts","Minutes Played","Average Rating","Sub Appearances","Minutes/Game","index","Tackles Attempted","Tackles Attempted/90","Tackles Completed","Tackles Completed/90","Tackles Failed","Tackle Completion %","Tackles Failed/90","Key Tackles","Key Tackles/90","Tackle Quality","Interceptions","Interceptions/90","Blocks","Blocks/90","Shots Blocked","Shots Blocked/90","Headers Attempted","Headers Attempted/90","Headers Won","Headers Won/90","Headers Won %","Headers Lost","Headers Lost/90","Headers Lost %","Key Headers","Key Headers/90","Aerial Challenges Attempted/90","Duels Win %","Fouls Against","Fouls Made","Net Fouls","Fouls Won/90","Fouls Committed/90","Clearances","Clearances/90","Red Cards","Yellow Cards","Yellows/Tackle","Reds/Tackle","Yellows/90","Reds/90","Player of the Match","Mistakes Leading to Goal","Sprints/90","Attacking Actions/90","Creative Actions/90","Defensive Actions/90","Goalkeeping Actions/90","Excitement Factor/90","General Performance","Goalkeeping","Defensive Defender","Creative Defender","Attacking Defender","Creative Midfielder","Attacking Midfielder","Creative Winger","Attacking Winger","Creative Forward","Attacking Forward","Finisher","Aerial Threat","Reader","Assister"
"Logan Costa","D (C)",22,"190 cm","88 kg","-","Toulouse","Ligue 1 Uber Eats","CPV (FRA)","-","Fairly Determined","Level-headed","$10,250 p/w","$11.5M - $14M","-","Right",20,1704,6.7,0,85.2,318,38,2.01,31,1.64,7,82,0.37,8,0.42,5.43,24,1.27,10,0.53,7,0.37,136,7.18,91,4.81,66.91,45,2.38,33.09,18,0.95,7.18,70.11,0,7,7,0,0.37,24,1.27,0,2,0.05,0,0.11,0,1,0,2.69,0.16,0.26,20.14,0,0.95,50,100,73,17,20,39,33,26,17,19,25,33,69,48,17
"William Saliba","D (C)",22,"192 cm","83 kg","-","Arsenal","Premier League","FRA (CMR)","-","-","Scouting Required","$235,000 p/w","$160M - $208M","-","Right",21,1811,7.05,1,82.32,319,35,1.74,26,1.29,9,74,0.45,9,0.45,3.89,35,1.74,9,0.45,6,0.3,129,6.41,93,4.62,72.09,36,1.79,27.91,12,0.6,6.41,72.56,2,9,7,0.1,0.45,20,0.99,0,3,0.09,0,0.15,0,0,0,4.52,0.63,0.15,17.83,0,1.24,55,100,49,39,46,52,65,50,45,28,48,54,45,40,0
"Tanguy Nianzou","D (C)",21,"191 cm","85 kg","-","Sevilla","LaLiga EA Sports","FRA (CIV)","-","-","Scouting Required","$82,000 p/w","$39M - $48M","-","Right",12,1193,6.81,10,54.23,320,27,2.04,22,1.66,5,81,0.38,2,0.15,2.7,25,1.89,6,0.45,6,0.45,119,8.98,89,6.71,74.79,30,2.26,25.21,14,1.06,8.98,76.03,6,10,4,0.45,0.75,18,1.36,0,2,0.07,0,0.15,0,1,1,6.56,1.19,0.45,21.35,0,2.49,89,100,52,51,91,85,88,74,84,80,88,80,92,72,71
"Youte","D (C)",21,"196 cm","88 kg","-","Havre AC","Ligue 1 Uber Eats","FRA (CMR)","-","-","Scouting Required","$9,250 p/w","$7.4M - $12M","-","Right",15,1343,6.76,0,89.53,321,19,1.27,13,0.87,6,68,0.4,1,0.07,2.71,13,0.87,9,0.6,9,0.6,117,7.84,94,6.3,80.34,23,1.54,19.66,23,1.54,7.84,78.68,0,7,7,0,0.47,25,1.68,0,0,0,0,0,0,0,0,2.35,0.34,0.13,22.24,0,0.8,1,100,4,1,5,10,14,7,9,16,18,66,95,52,28
"Castello Lukeba","D (C)",21,"184 cm","73 kg","-","RB Leipzig","Bundesliga","FRA (ANG)","-","-","Scouting Required","$82,000 p/w","$112M - $138M","-","Left",21,1885,7.13,2,81.96,322,34,1.62,31,1.48,3,91,0.14,1,0.05,2.27,59,2.82,15,0.72,10,0.48,137,6.54,88,4.2,64.23,49,2.34,35.77,15,0.72,6.54,69.59,2,15,13,0.1,0.72,16,0.76,0,6,0.18,0,0.29,0,2,1,5.2,1.16,1.29,16.83,0,2.1,97,100,79,100,96,96,97,93,92,86,95,79,49,61,96
"César Montes","D (C)",26,"191 cm","75 kg","-","Almería","LaLiga EA Sports","MEX","-","-","Scouting Required","$19,000 p/w","$17.5M - $28M","-","Right Only",17,1489,6.63,2,78.37,323,21,1.27,17,1.03,4,81,0.24,6,0.36,5.25,33,1.99,20,1.21,16,0.97,99,5.98,65,3.93,65.66,34,2.06,34.34,14,0.85,5.98,68.33,2,4,2,0.12,0.24,16,0.97,0,2,0.1,0,0.12,0,0,1,2.6,0.35,0.24,19.45,0,0.66,13,100,58,6,10,12,24,6,14,19,21,66,51,57,0
"Luke McNally","D (C)",24,"194 cm","87 kg","-","Stoke","Sky Bet Championship","IRL","-","-","Scouting Required","$18,750 p/w","$850K - $8.6M","-","Right",25,2265,6.92,4,78.1,324,46,1.83,38,1.51,8,83,0.32,9,0.36,2.3,67,2.66,15,0.6,7,0.28,194,7.71,137,5.44,70.62,57,2.26,29.38,36,1.43,7.71,72.92,0,20,20,0,0.79,58,2.3,0,4,0.09,0,0.16,0,1,0,3.81,0.51,0.48,26.38,0,1.39,47,100,99,46,42,33,22,30,39,41,33,47,88,97,48
"Leo Østigård","D (C)",24,"184 cm","80 kg","-","Napoli","Serie A TIM","NOR","-","-","Scouting Required","$31,500 p/w","$5.4M - $7M","-","Right",8,920,6.8,9,54.12,325,15,1.47,10,0.98,5,67,0.49,1,0.1,1.15,15,1.47,3,0.29,2,0.2,67,6.55,45,4.4,67.16,22,2.15,32.84,2,0.2,6.55,67.07,0,13,13,0,1.27,9,0.88,0,0,0,0,0,0,1,0,5.18,0.53,0.49,10.8,0,1.27,47,100,0,65,71,44,38,56,48,51,37,16,27,4,79
"Josué Sá","D (C)",31,"186 cm","75 kg","-","Rio Ave","Liga Portugal Betclic","POR","-","-","Scouting Required","$1,900 p/w","Not for Sale","-","Right",16,1440,6.92,0,90,326,20,1.25,16,1,4,80,0.25,2,0.12,2.5,33,2.06,5,0.31,2,0.12,96,6,72,4.5,75,24,1.5,25,6,0.38,6,75.86,1,8,7,0.06,0.5,9,0.56,0,1,0.05,0,0.06,0,0,1,5.19,0.13,0.38,12.8,0,0.56,35,100,17,40,15,24,19,19,10,10,11,8,30,18,0
"Domingos Duarte","D (C)",28,"190 cm","84 kg","-","Getafe","LaLiga EA Sports","POR","-","-","Scouting Required","$41,500 p/w","$8.8M - $11.5M","-","Right",19,1700,6.75,0,89.47,327,40,2.12,35,1.85,5,88,0.26,10,0.53,2.35,31,1.64,9,0.48,8,0.42,127,6.72,93,4.92,73.23,34,1.8,26.77,21,1.11,6.72,76.65,1,17,16,0.05,0.9,38,2.01,0,3,0.08,0,0.16,0,0,1,3.28,0.16,0.11,24.01,0,0.53,22,100,92,4,6,5,9,5,5,15,8,51,74,83,0
"Rúben Dias","D (C)",26,"186 cm","83 kg","Rst","Man City","Premier League","POR","-","Professional","Unflappable","$375,000 p/w","$268M - $295M","-","Right",21,1669,7.02,2,72.57,328,22,1.19,17,0.92,5,77,0.27,3,0.16,2,39,2.1,11,0.59,9,0.49,97,5.23,80,4.31,82.47,17,0.92,17.53,11,0.59,5.23,81.51,1,11,10,0.05,0.59,11,0.59,0,1,0.05,0,0.05,0,1,0,15.21,1.1,0.75,15.27,0,3.34,79,100,25,78,76,87,80,75,73,74,74,69,35,26,54
"Liam Lindsay","D (C)",28,"193 cm","79 kg","-","Preston","Sky Bet Championship","SCO","-","-","Scouting Required","$12,500 p/w","$350K - $3.5M","-","Left",20,1823,6.76,3,79.26,329,27,1.33,21,1.04,6,78,0.3,6,0.3,2.7,34,1.68,12,0.59,9,0.44,140,6.91,117,5.78,83.57,23,1.14,16.43,20,0.99,6.91,82.63,3,10,7,0.15,0.49,27,1.33,0,2,0.07,0,0.1,0,0,1,3.65,0.1,0.1,20.67,0,0.54,15,100,63,8,4,5,8,5,2,2,3,16,78,62,0
"Scott McKenna","D (C)",27,"188 cm","73 kg","-","FC København","3F Superliga","SCO","-","-","Scouting Required","$31,000 p/w","$275K - $2.7M","-","Left",19,1846,6.98,7,71,330,16,0.78,14,0.68,2,88,0.1,3,0.15,1.33,42,2.05,3,0.15,1,0.05,103,5.02,75,3.66,72.82,28,1.37,27.18,10,0.49,5.02,74.79,0,12,12,0,0.59,15,0.73,0,2,0.13,0,0.1,0,0,0,3.32,0.33,0.29,12.43,0,1.22,70,100,18,45,51,65,62,55,32,37,45,64,24,14,43
"Ryan Porteous","D (C)",24,"188 cm","75 kg","-","Watford","Sky Bet Championship","SCO","-","-","Scouting Required","$12,500 p/w","$950K - $9.4M","-","Right",19,1738,6.74,2,82.76,331,31,1.61,24,1.24,7,77,0.36,6,0.31,2.07,28,1.45,5,0.26,3,0.16,134,6.94,89,4.61,66.42,45,2.33,33.58,17,0.88,6.94,68.48,1,15,14,0.05,0.78,22,1.14,0,2,0.06,0,0.1,0,0,1,6.11,0.34,0.16,17.9,0,0.57,23,100,25,15,12,19,41,14,21,21,31,57,63,35,0
"Jaka Bijol","D (C)",24,"190 cm","85 kg","-","Udinese","Serie A TIM","SVN","-","-","Scouting Required","$21,000 p/w","$6.6M - $10.5M","-","Right",16,1336,6.86,0,83.5,332,30,2.02,18,1.21,12,60,0.81,5,0.34,2.73,24,1.62,13,0.88,10,0.67,121,8.15,86,5.79,71.07,35,2.36,28.93,17,1.15,8.15,68.87,2,11,9,0.13,0.74,20,1.35,0,1,0.03,0,0.07,0,0,0,5.25,0.67,0.34,22.85,0,1.35,71,100,51,16,64,71,79,53,59,62,74,93,88,74,67
"Žan Zaletel","D (C)",24,"184 cm","77 kg","-","Viborg FF","3F Superliga","SVN","-","-","Scouting Required","$2,900 p/w","$240K - $2.4M","-","Right",18,1592,6.71,0,88.44,333,23,1.3,19,1.07,4,83,0.23,8,0.45,3.29,25,1.41,12,0.68,12,0.68,108,6.11,57,3.22,52.78,51,2.88,47.22,6,0.34,6.11,58.02,0,7,7,0,0.4,20,1.13,0,2,0.09,0,0.11,0,0,1,5.03,0.5,0.28,15.48,0,0.79,8,100,49,15,4,32,54,14,23,8,45,43,19,14,28
"Milan Škriniar","D (C)",28,"188 cm","82 kg","-","PSG","Ligue 1 Uber Eats","SVK","-","Professional","Reserved","$115,000 p/w","$73M - $88M","-","Right",15,1228,7.33,2,72.24,334,21,1.54,15,1.1,6,71,0.44,5,0.37,1.75,31,2.27,5,0.37,3,0.22,108,7.92,88,6.45,81.48,20,1.47,18.52,10,0.73,7.92,79.84,0,12,12,0,0.88,9,0.66,0,3,0.14,0,0.22,0,1,0,7.26,1.52,0.81,19.38,0,2.71,88,100,49,74,85,95,97,88,92,94,93,100,73,80,35
"Patric","D (C)",30,"184 cm","72 kg","-","Lazio","Serie A TIM","ESP","-","-","Scouting Required","$45,500 p/w","$10.5M - $13.5M","-","Right",21,1872,6.89,0,89.14,335,45,2.16,31,1.49,14,69,0.67,4,0.19,2.81,47,2.26,14,0.67,12,0.58,103,4.95,52,2.5,50.49,51,2.45,49.51,5,0.24,4.95,56.08,0,16,16,0,0.77,24,1.15,1,4,0.09,0.02,0.19,0.05,0,1,4.81,0.12,0.05,12.67,0,0.29,40,100,47,36,11,9,10,25,3,6,2,10,8,16,0
"Pablo Marí","D (C)",30,"191 cm","87 kg","-","Monza","Serie A TIM","ESP","-","-","Scouting Required","$105,000 p/w","$6.4M - $8.2M","-","Left",17,1503,6.84,0,88.41,336,11,0.66,10,0.6,1,91,0.06,4,0.24,1,29,1.74,6,0.36,5,0.3,115,6.89,93,5.57,80.87,22,1.32,19.13,20,1.2,6.89,81.75,1,11,10,0.06,0.66,27,1.62,0,5,0.45,0,0.3,0,0,0,3.83,0.24,0.06,20.5,0,0.78,17,100,65,12,7,21,31,15,4,4,11,37,82,67,0
"Yeray","D (C)",28,"182 cm","79 kg","-","Athletic","LaLiga EA Sports","ESP (BAS)","-","-","Scouting Required","$19,250 p/w","$31M - $40M","-","Right",18,1543,7.04,0,85.72,337,39,2.27,32,1.87,7,82,0.41,11,0.64,3,33,1.92,11,0.64,6,0.35,98,5.72,54,3.15,55.1,44,2.57,44.9,9,0.52,5.72,62.77,1,13,12,0.06,0.76,9,0.52,1,2,0.05,0.03,0.12,0.06,0,0,5.6,0.49,0.47,19.31,0,1.11,64,100,84,68,35,58,57,64,48,42,40,18,25,64,68
"Jesús Vallejo","D (C)",26,"184 cm","79 kg","-","Granada","LaLiga EA Sports","ESP","-","-","Scouting Required","$41,000 p/w","$2.9M - $6.2M","-","Right",19,1690,6.78,0,88.95,338,28,1.49,21,1.12,7,75,0.37,8,0.43,4.67,21,1.12,11,0.59,8,0.43,60,3.2,37,1.97,61.67,23,1.22,38.33,4,0.21,3.2,65.91,2,6,4,0.11,0.32,22,1.17,0,2,0.07,0,0.11,0,0,0,2.4,0.2,0.59,12.16,0,0.75,73,100,30,59,47,64,47,59,42,49,40,0,3,1,85
"Unai Núñez","D (C)",26,"186 cm","81 kg","-","Celta","LaLiga EA Sports","ESP (BAS)","-","-","Scouting Required","$19,250 p/w","$26M - $33M","-","Right",17,1530,6.86,0,90,339,17,1,12,0.71,5,71,0.29,5,0.29,1.7,35,2.06,8,0.47,5,0.29,122,7.18,84,4.94,68.85,38,2.24,31.15,11,0.65,7.18,69.06,0,10,10,0,0.59,19,1.12,0,4,0.24,0,0.24,0,0,0,5.41,0.44,0.47,17.2,0,1.29,33,100,31,57,36,45,36,48,36,38,30,19,56,46,66
"David García","D (C)",29,"185 cm","75 kg","-","Osasuna","LaLiga EA Sports","ESP (BAS)","-","-","Scouting Required","$25,000 p/w","$16.5M - $26M","-","Right",24,2120,7.06,1,84.8,340,34,1.44,25,1.06,9,74,0.38,8,0.34,2.83,40,1.7,13,0.55,12,0.51,191,8.11,162,6.88,84.82,29,1.23,15.18,25,1.06,8.11,83.11,1,12,11,0.04,0.51,50,2.12,0,2,0.06,0,0.08,0,2,0,3.65,0.66,0.13,23.08,0,1.1,42,100,55,6,39,56,71,38,55,60,69,94,90,80,17
"Pau Torres","D (C)",26,"191 cm","80 kg","-","Aston Villa","Premier League","ESP","-","Fairly Ambitious","Level-headed","$150,000 p/w","$56M - $86M","-","Left",21,1776,7.01,0,84.57,341,36,1.82,28,1.42,8,78,0.41,5,0.25,5.14,40,2.03,10,0.51,8,0.41,158,8.01,133,6.74,84.18,25,1.27,15.82,27,1.37,8.01,82.99,3,7,4,0.15,0.35,11,0.56,0,1,0.03,0,0.05,0,0,1,8.77,1.06,0.96,23.45,0,2.99,79,100,57,84,84,82,77,80,74,68,75,62,95,93,54
"Jorge Cuenca","D (C)",24,"189 cm","76 kg","Wnt","Villarreal","LaLiga EA Sports","ESP","-","-","Scouting Required","$31,000 p/w","$22M - $35M","-","Left",22,1948,7.04,0,88.55,342,51,2.36,43,1.99,8,84,0.37,9,0.42,3,53,2.45,12,0.55,9,0.42,168,7.76,104,4.8,61.9,64,2.96,38.1,13,0.6,7.76,67.12,1,17,16,0.05,0.79,23,1.06,0,7,0.14,0,0.32,0,3,0,6.42,0.64,0.51,20.23,0,1.29,87,100,96,54,61,87,89,71,72,78,82,91,54,90,61
"José Manuel Copete","D (C)",24,"190 cm","75 kg","-","Mallorca","LaLiga EA Sports","ESP","-","-","Scouting Required","$9,000 p/w","$425K - $4.3M","-","Left",20,1759,6.68,0,87.95,343,45,2.3,32,1.64,13,71,0.67,8,0.41,3.75,17,0.87,12,0.61,9,0.46,108,5.53,90,4.6,83.33,18,0.92,16.67,20,1.02,5.53,79.74,0,12,12,0,0.61,24,1.23,0,0,0,0,0,0,0,0,5.53,0.46,0.2,20.47,0,1.13,17,100,38,10,14,12,27,12,22,11,25,36,62,41,0
"Abdelkabir Abqar","D (C)",24,"188 cm","80 kg","-","Alavés","LaLiga EA Sports","MAR","-","-","Scouting Required","$3,700 p/w","$700K - $7M","-","Right",20,1778,6.7,0,88.9,344,26,1.32,22,1.11,4,85,0.2,7,0.35,4.33,25,1.27,10,0.51,7,0.35,106,5.37,74,3.75,69.81,32,1.62,30.19,11,0.56,5.37,72.73,5,6,1,0.25,0.3,39,1.97,0,0,0,0,0,0,1,1,5.01,0.48,0.15,16.27,0,0.76,18,100,42,10,44,15,34,16,19,30,27,78,29,11,0
"Víctor Chust","D (C)",23,"182 cm","74 kg","-","Cádiz","LaLiga EA Sports","ESP","-","-","Scouting Required","$4,900 p/w","$230K - $11M","-","Right",14,1222,6.81,1,81.47,345,13,0.96,11,0.81,2,85,0.15,2,0.15,1.63,16,1.18,11,0.81,7,0.52,83,6.11,58,4.27,69.88,25,1.84,30.12,11,0.81,6.11,71.88,1,8,7,0.07,0.59,21,1.55,0,1,0.08,0,0.07,0,0,0,6.7,0.62,0.74,16.1,0,1.55,64,100,46,65,70,72,66,55,66,68,68,62,52,9,73
"Mohammed Salisu","D (C)",24,"191 cm","82 kg","-","Monaco","Ligue 1 Uber Eats","GHA","-","-","Scouting Required","$43,000 p/w","$22M - $35M","-","Left Only",17,1515,7.28,0,89.12,346,41,2.44,33,1.96,8,80,0.48,8,0.48,8.2,27,1.6,7,0.42,2,0.12,129,7.66,88,5.23,68.22,41,2.44,31.78,6,0.36,7.66,71.18,3,5,2,0.18,0.3,15,0.89,0,1,0.02,0,0.06,0,2,0,8.61,0.65,0.71,16.85,0,1.84,63,100,69,61,48,75,71,66,71,72,70,68,44,25,52
"Carlos Domínguez","D (C)",22,"187 cm","83 kg","-","Celta","LaLiga EA Sports","ESP","-","-","Scouting Required","$4,900 p/w","$425K - $4.3M","-","Left",19,1671,6.79,0,87.95,347,30,1.62,20,1.08,10,67,0.54,7,0.38,6,30,1.62,10,0.54,7,0.38,98,5.28,60,3.23,61.22,38,2.05,38.78,9,0.48,5.28,62.5,1,5,4,0.05,0.27,37,1.99,0,1,0.03,0,0.05,0,0,0,3.66,0.34,0.43,16.04,0,0.75,4,100,37,41,12,8,8,20,7,7,6,8,21,21,35
"Joris Kramer","D (LC), DM, M (C)",27,"189 cm","76 kg","-","Go Ahead Eagles","Eredivisie","NED","-","-","Scouting Required","$1,900 p/w","$210K - $2.1M","-","Left",17,1438,6.89,0,84.59,348,53,3.32,34,2.13,19,64,1.19,0,0,3.79,30,1.88,4,0.25,2,0.13,106,6.63,62,3.88,58.49,44,2.75,41.51,12,0.75,6.63,60.38,2,14,12,0.13,0.88,31,1.94,0,0,0,0,0,0,1,1,12.71,1.3,0.56,17.34,0,2.38,77,100,12,56,88,80,86,73,77,76,86,93,48,27,17
"Kolbeinn Birgir Finnsson","D (LC), DM, M (C)",24,"178 cm","75 kg","-","Lyngby","3F Superliga","ISL","-","-","Scouting Required","$2,900 p/w","$170K - $1.7M","-","Left",17,1473,6.66,1,81.83,349,72,4.4,57,3.48,15,79,0.92,1,0.06,3.27,45,2.75,17,1.04,5,0.31,113,6.9,47,2.87,41.59,66,4.03,58.41,6,0.37,6.9,56.22,9,22,13,0.55,1.34,25,1.53,0,1,0.01,0,0.06,0,0,2,18.21,1.06,1.1,17.22,0,5.25,42,100,67,67,47,56,44,67,68,70,64,38,22,57,56
"Rezende","D (LC), DM, M (C)",28,"186 cm","83 kg","Lst","BAH","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$4,700 p/w","$170K","$175K","Left",51,4525,6.87,7,78.02,350,147,2.92,116,2.31,31,79,0.62,9,0.18,1.84,69,1.37,21,0.42,34,0.68,282,5.61,184,3.66,65.25,98,1.95,34.75,30,0.6,5.61,69.93,13,80,67,0.26,1.59,62,1.23,3,8,0.05,0.02,0.16,0.06,1,1,8.41,0.85,0.66,16.95,0,2.01,61,100,24,61,56,67,59,77,70,71,62,54,32,30,83
"Bartol Franjić","D (LC), DM, M (C)",23,"186 cm","77 kg","-","Darmstadt 98","Bundesliga","CRO","-","-","Scouting Required","$16,500 p/w","$5.8M - $9.4M","-","Left",17,1461,6.76,0,85.94,351,69,4.25,42,2.59,27,61,1.66,3,0.18,4.93,28,1.72,4,0.25,1,0.06,67,4.13,33,2.03,49.25,34,2.09,50.75,3,0.18,4.13,55.15,10,14,4,0.62,0.86,23,1.42,0,0,0,0,0,0,0,0,11.27,1.37,1.36,13.86,0,3.14,79,100,4,78,88,81,72,75,82,82,81,79,3,6,68
"Lamare Bogarde","D (LC), DM, M (C)",19,"183 cm","76 kg","-","Preston","Sky Bet Championship","NED (SUR)","Trained in nation (15-21)","Balanced","Media-friendly","$5,000 p/w","$10.5M - $15.5M","-","Right",16,1213,6.9,1,71.35,352,50,3.71,34,2.52,16,68,1.19,3,0.22,2.38,29,2.15,8,0.59,2,0.15,50,3.71,23,1.71,46,27,2,54,2,0.15,3.71,57,4,21,17,0.3,1.56,19,1.41,0,2,0.04,0,0.15,0,0,0,11.43,1.45,1.11,13.79,0,2.3,88,100,31,83,93,90,92,78,93,93,94,97,2,13,75
"Haydon Roberts","D (LC), DM",21,"182 cm","77 kg","-","Bristol City","Sky Bet Championship","NGA (ENG)","Trained in nation (15-21)","-","Scouting Required","$7,500 p/w","$900K - $9M","-","Left Only",14,1338,6.9,8,60.82,353,49,3.3,39,2.62,10,80,0.67,1,0.07,4.08,29,1.95,8,0.54,5,0.34,60,4.04,42,2.83,70,18,1.21,30,8,0.54,4.04,74.31,5,12,7,0.34,0.81,9,0.61,0,0,0,0,0,0,2,0,13.39,2.22,1.14,15.69,0,4.44,96,100,12,73,95,93,95,92,96,97,96,98,20,17,93
"Pascal Struijk","D (LC), DM",24,"190 cm","75 kg","Wnt","Leeds","Sky Bet Championship","BEL (IDN)","Trained in nation (15-21)","-","Scouting Required","$27,500 p/w","$17.5M - $28M","-","Left",22,1765,7.01,1,76.74,354,57,2.91,46,2.35,11,81,0.56,3,0.15,7.13,48,2.45,17,0.87,8,0.41,140,7.14,106,5.41,75.71,34,1.73,24.29,25,1.27,7.14,77.16,3,8,5,0.15,0.41,25,1.27,0,1,0.02,0,0.05,0,1,1,8.82,0.99,0.92,25.13,0,2.35,91,100,98,89,81,87,90,84,83,80,86,70,84,98,83
"Nathan Aké","D (LC), DM",28,"180 cm","75 kg","-","Man City","Premier League","NED (CIV)","Trained in nation (15-21)","Resolute","Level-headed","$205,000 p/w","$46M - $58M","-","Left",21,1773,6.96,5,68.19,355,34,1.73,29,1.47,5,85,0.25,2,0.1,1.89,49,2.49,18,0.91,11,0.56,99,5.03,61,3.1,61.62,38,1.93,38.38,6,0.3,5.03,67.67,6,18,12,0.3,0.91,12,0.61,0,6,0.18,0,0.3,0,0,0,7.92,0.52,0.46,12.99,0,1.22,40,100,70,85,46,45,62,70,60,38,46,20,12,30,44
"Morato","D (LC), DM",22,"192 cm","84 kg","Inj","SL Benfica","Liga Portugal Betclic","BRA","-","-","Scouting Required","$23,000 p/w","$22M - $35M","-","Left",14,1264,6.91,3,74.35,356,46,3.28,35,2.49,11,76,0.78,6,0.43,3.54,20,1.42,11,0.78,3,0.21,126,8.97,83,5.91,65.87,43,3.06,34.13,10,0.71,8.97,68.6,4,13,9,0.28,0.93,16,1.14,0,2,0.04,0,0.14,0,0,1,9.26,1.45,1.21,21.75,0,3.42,91,100,87,88,92,92,93,91,89,85,92,67,71,76,89
"Sven Botman","D (LC), DM",23,"193 cm","91 kg","-","Newcastle","Premier League","NED","-","Resolute","Level-headed","$110,000 p/w","$111M - $134M","-","Left",20,1727,6.84,2,78.5,357,49,2.55,39,2.03,10,80,0.52,8,0.42,5.44,42,2.19,10,0.52,7,0.36,126,6.57,85,4.43,67.46,41,2.14,32.54,16,0.83,6.57,70.86,0,9,9,0,0.47,22,1.15,0,0,0,0,0,0,0,0,5.11,0.56,0.57,21.12,0,1.25,69,100,92,37,30,59,61,36,36,31,54,72,58,89,54
"Nico Schlotterbeck","D (LC), DM",24,"191 cm","86 kg","-","Borussia Dortmund","Bundesliga","GER","-","-","Scouting Required","$92,000 p/w","$76M - $121M","-","Left",23,2076,7.18,0,90.26,358,37,1.6,27,1.17,10,73,0.43,7,0.3,1.95,49,2.12,10,0.43,7,0.3,163,7.07,121,5.25,74.23,42,1.82,25.77,9,0.39,7.07,74,2,19,17,0.09,0.82,16,0.69,0,3,0.08,0,0.13,0,2,0,7.33,1.3,0.56,15.37,0,2.12,76,100,41,67,79,77,87,75,73,69,76,90,42,35,42
"Cameron Pring","D (LC), WB/M/AM (L)",25,"178 cm","65 kg","-","Bristol City","Sky Bet Championship","ENG","Trained in nation (15-21)","-","Scouting Required","$11,750 p/w","$550K - $5.2M","-","Left",20,1639,7,0,81.95,359,84,4.61,65,3.57,19,77,1.04,1,0.05,5.25,51,2.8,12,0.66,2,0.11,128,7.03,95,5.22,74.22,33,1.81,25.78,7,0.38,7.03,75.47,12,16,4,0.66,0.88,28,1.54,0,3,0.04,0,0.16,0,1,1,19,4.18,1.98,19.13,0,8.68,51,100,78,89,63,74,77,80,86,75,85,47,40,75,70
"Nicolás Tagliafico","D (LC), WB/M (L)",31,"172 cm","67 kg","-","Lyon","Ligue 1 Uber Eats","ARG (ITA)","-","Perfectionist","Outspoken, Evasive","$69,000 p/w","Not for Sale","-","Left",13,1130,6.73,0,86.92,360,47,3.74,37,2.95,10,79,0.8,1,0.08,1.96,24,1.91,7,0.56,2,0.16,55,4.38,40,3.19,72.73,15,1.19,27.27,8,0.64,4.38,75.49,8,24,16,0.64,1.91,13,1.04,0,3,0.06,0,0.24,0,0,2,14.89,1.93,1.35,17.17,0,4.7,92,100,33,92,89,83,81,90,90,85,83,25,27,32,94
"Nicolas","D (LC), WB/M (L)",26,"180 cm","70 kg","Inj","AMG","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$6,500 p/w","$240K - $2.4M","-","Left Only",32,2833,6.92,8,70.83,361,93,2.95,81,2.57,12,87,0.38,2,0.06,1.98,87,2.76,38,1.21,18,0.57,172,5.46,114,3.62,66.28,58,1.84,33.72,9,0.29,5.46,73.58,36,47,11,1.14,1.49,49,1.56,0,4,0.04,0,0.13,0,2,1,15.19,2.25,2,16.17,0,6.1,93,100,87,96,93,81,75,91,91,92,84,56,17,35,98
"Juan Cruz","D (LC), WB/M (L)",31,"180 cm","77 kg","-","Osasuna","LaLiga EA Sports","ESP","-","-","Scouting Required","$3,700 p/w","$375K - $3.8M","-","Left",10,1121,6.96,9,59,362,29,2.33,26,2.09,3,90,0.24,4,0.32,3.22,25,2.01,6,0.48,4,0.32,69,5.54,51,4.09,73.91,18,1.45,26.09,7,0.56,5.54,78.57,1,9,8,0.08,0.72,20,1.61,0,1,0.03,0,0.08,0,0,0,6.66,0.9,0.88,18.64,0,2.33,87,100,74,71,89,88,88,83,87,87,91,85,33,45,90
"Charalampos Lykogiannis","D (LC), WB/M (L)",30,"191 cm","82 kg","-","Havre AC","Ligue 1 Uber Eats","GRE","-","-","Scouting Required","$13,500 p/w","$220K - $2.2M","-","Left Only",16,1420,6.66,0,88.75,363,74,4.69,50,3.17,24,68,1.52,6,0.38,2.18,36,2.28,15,0.95,3,0.19,58,3.68,35,2.22,60.34,23,1.46,39.66,10,0.63,3.68,64.39,7,34,27,0.44,2.15,34,2.15,0,4,0.05,0,0.25,0,0,0,12.49,1.55,0.63,20.35,0,4.75,83,100,80,80,81,85,84,84,88,81,90,60,21,70,92
"Federico Dimarco","D (LC), WB/M (L)",26,"175 cm","75 kg","-","Inter","Serie A TIM","ITA","-","Professional","Evasive","$160,000 p/w","$91M - $139M","-","Left",21,1523,6.99,0,72.52,364,53,3.13,44,2.6,9,83,0.53,1,0.06,2.52,57,3.37,12,0.71,1,0.06,51,3.01,27,1.6,52.94,24,1.42,47.06,2,0.12,3.01,68.27,24,21,-3,1.42,1.24,14,0.83,0,1,0.02,0,0.06,0,1,0,16.66,3.66,3.25,13.36,0,10.4,98,100,43,99,98,96,93,99,97,95,96,81,1,18,96
